Category,Event,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,Node,active0,active1,active2,active3,active4,active5,active6,active7,active8,active9,active10,active11,active12,active13,active14,active15,active16,active17,active18,active19,active20,active21,active22,active23,active24,active25,active26,active27,active28,active29,active30,active31,active32,active33,active34,active35,active36,active37,active38,active39,active40,active41,active42,active43,active44,active45,active46,active47
boot,Bread and Butter,0.524527514,-0.124878108,-0.864950767,-0.383482494,-0.970241247,0.470366144,0.283035107,0.6172134,-0.507545921,0.923324606,0.554200127,0.117055331,0.617571916,-0.599760144,0.753243577,0.350356377,0.231744887,0.00570025,-0.772833487,0.707106781,-0.43463668,-0.048970211,-0.64003012,-0.690805715,0.59434777,-0.365835893,0.615291093,0.309911597,0.195712188,0.271163072,-0.126577268,-0.617647059,0.292152363,0.525414492,0.174132324,0.737864787,-0.568994542,-0.506565703,0.744161101,0.229415734,0.585300419,-0.48507125,-0.488786284,-0.565385456,-0.365148372,-0.577350269,-0.358855782,0.254823596,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
boot,CFDA Fashion Awards,-0.959365502,0.662266179,-0.140028008,0,0,0.69026849,0,0,0,0,0.233284737,-0.953959055,0,0,0,1,0,0.25,-0.244851053,0.816496581,-0.34299717,0.930434003,-0.42808802,-0.842700972,0,0,0,-0.390566733,0.555555556,0.568580156,0.358568583,0.514495755,-0.800640769,0,-0.59720484,0.816496581,0.750478774,0.683130051,0,0,0.153093109,0,-0.328975847,0,-0.365148372,0.333333333,-0.410206327,0.292770022,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
boot,Haute Couture Fashion Week,0,0,0.980196059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085749293,0,0,0,0,0,0,0,0,0,0,0,0,0.65372045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
boot,London Fashion Week,-0.681541443,0.150219648,-0.48507125,0.017218872,0,-0.774596669,0.25,0.940843206,0.048769207,-0.406181197,0.390206107,0,-0.889714783,0.027466931,0.912870929,-0.174077656,0.816496581,0.40806442,-0.933007823,0.810711347,-0.281489204,0,-0.063372425,-0.147441956,-0.472400096,-0.485661864,0,0.225493808,0,0.342605755,-0.138013112,0.277605712,-0.71983108,-0.915208631,-0.202721214,-0.688523309,-0.271749943,-0.605913883,0,0,0.918558654,0,0.419683665,-0.170664037,-0.261474957,0.333333333,0.268543078,-0.683130051,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
boot,Men's New York Fashion Week,0.35800642,-0.966454907,0.48507125,0,0.577350269,0.774596669,0.612372436,0,-0.540568551,-0.87038828,-0.333333333,-0.123091491,-0.426401433,-0.216295228,-0.456435465,0.333333333,0.707106781,-0.133630621,-0.538672318,0,-0.972451658,-0.015811169,-0.063372425,0,0.740968845,0.220755393,-0.379663198,0.826810631,-0.555555556,0.910182055,-0.597614305,0.075858261,0.079591718,0.65372045,0.915991865,-0.637576713,0.945792433,0.654899504,-0.147441956,-0.026851081,0.010416667,-0.464606318,-0.346843988,0.636966483,-0.320641926,0.11433239,0.178537555,0.560611911,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
boot,Milan Men's Fashion Week,0.614064567,0.132453236,0.432600319,-0.428946765,0.690475747,0.163907509,0.496733677,0.3086067,-0.529685949,-0.555555556,0.80952381,0.326917725,0.552770798,0,-0.447554424,-0.333333333,-0.485615191,0.68683786,0.214046674,0,0.502096445,0.048970211,0.581036393,0.101476514,0.767482627,-0.16570833,-0.673143555,0.826810631,0.682628763,-0.613528118,0.717137166,0.159923255,0.160128154,-0.65372045,0.136331963,-0.530215432,0.09186065,-0.813719535,0.815364932,0.987296751,-0.357217254,0.214118569,-0.584126913,-0.440652649,-0.430331483,-0.333333333,0.824347056,-0.170313025,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
boot,Milan SS Ready to Wear,-0.915566896,-0.854480805,0.872904815,-0.752772653,-0.301511345,0.909538171,0.228895769,-0.045541194,0.427701766,-0.888919127,-0.918184517,0.23274423,-0.986981619,-0.960730751,-0.707215625,-0.95215446,-0.099258333,0.542651964,-0.499489036,0.9916189,0.085327088,-0.698847581,0.518859124,-0.855543343,0.533771153,0.938216128,0.661074093,0.390566733,-0.446292454,-0.536189064,0.344360855,-0.674429333,0.163889014,0.973916229,-0.309212673,-0.408595884,-0.955902475,0.992868343,-0.103601653,-0.778153786,0.03667325,0.390566733,-0.05778856,0.259071553,0.252556033,0.100503782,-0.720146638,-0.682136836,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
boot,New York Fashion Week,-0.241148372,-0.548338664,-0.140028008,-0.559016994,0.577350269,-0.774596669,0,0,-0.523909022,0.333333333,0,0.803234734,0.639602149,0.671773506,-0.559016994,0.577350269,0.816496581,-0.612372436,0,0,-0.622156917,0.244851053,0.76834982,0.221162934,-0.841191024,0.970802492,0,0.428553762,-0.960933199,0,0,-0.054737637,-0.749825266,0.26148818,0.145404758,-0.816496581,0.32163376,-0.271448357,0.024045132,0.688247202,-0.357217254,0,0,-0.295055686,-0.43528575,-0.8592097,0,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
boot,Paris Fashion Week Ready to Wear,-0.136902006,0.710631799,0.99797925,-0.931694991,-0.707106781,0.230089497,0.073402527,-0.245255736,0.891187365,-0.689724702,-0.538748024,0.413670152,0.149527631,-0.867872884,0.437740524,0.333333333,0,0.305624923,-0.916525782,0,0.968216065,-0.949724291,-0.570351825,0.662122192,-0.12399147,-0.827150273,0.967810246,0.130188911,0.555555556,-0.262575247,-0.423810768,-0.657411243,0.606438685,-0.929834057,-0.810884854,0.707106781,-0.833709598,-0.409878031,0.950912574,0.207514339,0,0.066372331,-0.521768802,-0.806179457,0.767422995,0.413566957,-0.76181175,-0.292770022,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
boot,Pitti Immagine,0.445350399,0.861898267,0.951302988,-0.467382715,0.210558722,-0.532822256,-0.388514345,-0.248145833,0.693224057,0.831536967,0.390312459,-0.385546493,0.552094995,0.816496581,-0.082422559,0.968495997,-0.333333333,0.048864861,-0.397835872,-0.5,0.432789211,0.629482095,0.975805247,-0.118216561,0.878823786,0.134742014,0.835710426,0.184114924,0.477683303,-0.692276992,0.227710017,-0.183339699,-0.309015722,0.589639656,0.912153331,-0.171498585,0.423562506,0.658090197,0.711286759,-0.581675051,0.305245551,-0.442231994,-0.211891385,-0.633290249,-0.190692518,1,0.172005229,0.866063944,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
bow tie,Academy Awards,-0.177692258,-0.70649589,-0.556750392,0.429931952,0.598155546,0.273303506,0.274714596,-0.023229195,-0.437008642,0.147483828,-0.530922965,-0.635626101,-0.306177174,0.512893725,0.074878807,-0.984478164,-0.216848378,-0.52297636,0.743311116,0.074349786,-0.344419722,-0.844250185,-0.938833701,-0.889510434,-0.827256201,-0.179297522,-0.026617028,0.180245824,-0.432777968,0.108739422,-0.459919504,0.68091539,-0.248567102,0.703526471,0.153990178,-0.806405689,0.699406582,-0.873643576,0.68350999,-0.122476879,0.127385951,-0.981696172,0,0.734042553,-0.932673318,0.896439607,0.465117023,0.012420722,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
bow tie,Bread and Butter,-0.17077377,0.680413817,-0.708986612,-0.194576013,-0.92089285,-0.607240081,0.471432023,-0.167443672,-0.76486616,0.782897295,0.366937568,-0.221591584,0.533075159,-0.128158481,0.600240976,-0.582083431,-0.555297147,-0.798188472,0.396155323,-0.130188911,-0.104871966,0.073922127,-0.811083831,-0.299285913,-0.255219387,-0.249837705,0.307728727,0.599226868,0.085592099,0.347804172,-0.768816106,0.106460476,0.145775303,0.82586572,0.383687161,-0.593184299,0.959425914,0.388821255,-0.568025604,-0.442325868,0.222889447,-0.834622326,0.373272509,-0.047248788,-0.25819889,0.301511345,-0.41296542,0.793112875,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bow tie,CFDA Fashion Awards,0.502570711,-0.577350269,-0.67936622,0,0,0.396059017,0,0,0,0,0.481687669,0.515969174,0,0,0,0.121566135,-0.565916458,0.784464541,0.577350269,0.676481425,-0.082760589,0.813143398,-0.583596689,0.614621332,0,0,0,-0.058621038,-0.712696645,0.719651437,-0.366508333,-0.310382956,-0.65372045,0.98644005,-0.345744922,-0.640257041,-0.758098044,0.54886043,0,0,-0.789205187,0,0.816496581,0,-0.25819889,-0.522232968,-0.106479428,-0.154968932,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
bow tie,Haute Couture Fashion Week,0,0,0.905821627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331042355,0,0,0,0,0,0,0,0,0,0,0,0,-0.406181197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
bow tie,London Fashion Week,0.802869064,0.56748663,-0.588348405,-0.084190219,0.10976426,0.333333333,-0.139271504,0.391885359,0.008646431,-0.189289775,0.510998688,0,-0.506075411,0.17340857,-0.228217732,-0.021161948,0.565916458,-0.729557735,0,0.191244574,-0.40751728,0,-0.393028682,0.83413317,-0.516290247,-0.13764944,0,0.77843206,0,0.611236558,0.493741931,-0.209764001,-0.739922195,-0.406181197,-0.293407829,-0.045131512,-0.340640586,-0.335630107,0,0,-0.324966842,0,0,-0.126322788,-0.305780798,0.174077656,0.487950036,-0.836832232,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
bow tie,Men's New York Fashion Week,-0.16474257,-0.452601905,0.784464541,0,0.570351825,0.333333333,0.416953924,0.279072786,-0.575033578,-0.877616229,-0.089385531,-0.787531898,-0.962250449,0.787816865,0.342326598,0.040522045,0.980196059,-0.157242726,0.577350269,-0.225493808,-0.964811219,-0.660333443,-0.393028682,-0.462015043,0.217455811,0.596480908,0.40824829,0.101534617,0.712696645,0.868092293,-0.366508333,-0.191374512,0.018567533,-0.406181197,0.954545455,0.288210364,-0.647545251,0.415287441,-0.049029034,-0.465932944,0.009476226,-0.654754854,0.782585581,0.180440052,-0.226728081,0.35824886,-0.19906828,0.760740921,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
bow tie,Milan Men's Fashion Week,-0.695527784,0.577350269,0.261047671,0.081027721,0.602707448,-0.070534562,-0.030747043,0.725589244,-0.351656421,-0.560169045,0.697207139,-0.681363801,0.362887369,0.713746427,-0.500207886,0.769918854,-0.794784843,-0.552406005,0.688247202,0.826810631,0.282681226,-0.073922127,0.071395914,0.032671778,-0.288302983,0.006888366,0.256979282,0.101534617,-0.939843511,-0.440940932,0.85518611,0.545977017,0,0.406181197,0.116070343,-0.69630558,0.365674217,-0.370847838,-0.817589959,0.586760804,0.603509849,0.746189133,0.852802865,-0.733869082,-0.30429031,-0.174077656,0.736915523,-0.346176132,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bow tie,Milan SS Ready to Wear,0.591088327,-0.677199178,0.959938885,0.102125921,-0.364046866,-0.164136704,0.840652016,0.569970841,0.237709435,-0.955112457,-0.807457603,-0.479245257,-0.544450879,0.451726622,-0.4466625,0.010065195,-0.855039436,-0.547317287,0.444444444,0.309357837,-0.258824027,-0.446445073,0.348136047,0.343738949,-0.828207337,0.671191334,0.524786226,0.058621038,0.748190056,-0.481039869,0.690772535,-0.496073195,-0.063998392,-0.127128345,-0.136589591,0.89119966,0.52539158,-0.125900023,-0.465085399,-0.756260038,0.402103547,0.388275999,0.717137166,0.906854551,0.178584084,-0.157459164,-0.768047824,0.363455675,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
bow tie,New York Fashion Week,-0.408067151,0.138033142,-0.67936622,0.206284249,0.697096676,0.333333333,0,0.279072786,-0.557311888,0.757875767,0,-0.436910666,0.19245009,0.023152662,-0.139754249,-0.631676166,0.565916458,0.080064077,0,0.225493808,-0.576195756,0.813143398,0.250801027,-0.386549518,0.502518908,0.969580237,0,0.062877145,0.593540018,0,0,-0.28433146,-0.681632331,-0.174077656,0.431669384,-0.489608325,0.303239217,0.45296658,0.367804674,0.884651737,0.603509849,0,0,-0.578692631,-0.307793506,0.621893033,-0.162650012,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bow tie,Paris Fashion Week Ready to Wear,0.550554855,-0.510188362,0.844353792,0.120332479,-0.620920421,0.198029509,0.449806736,0.288319929,0.83881902,-0.733954924,-0.530922965,-0.889817463,0.702990868,0.301517683,-0.813923787,0.040522045,0.565916458,-0.768616432,0.130188911,-0.368229847,0.879025443,-0.83997394,-0.724000203,-0.132891099,0.885634335,-0.818228667,0.173265734,-0.64483142,-0.712696645,-0.514046516,-0.886307359,-0.81828234,0.610531062,-0.401047579,-0.821541922,-0.195698422,0.225346183,-0.700852549,-0.425968387,-0.622375914,0.146805055,-0.137041714,0,-0.445012367,0.816217361,-0.547145026,-0.479157424,0.154968932,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
bow tie,Pitti Immagine,-0.968270028,0.087370406,0.653846154,0.98451657,0.069335467,-0.954143056,-0.054108977,0.161566613,0.657267382,0.467090684,0.618514229,-0.605736139,-0.250757141,-0.872356744,-0.721197393,-0.096329712,-0.330049181,0.028749563,0.639602149,-0.920574618,-0.037973162,0.663363724,0.80084431,-0.668794401,-0.223107895,-0.308061618,-0.090618314,0.497416003,-0.919196877,-0.357067208,-0.532004979,0.211153942,-0.084103427,0.510294637,0.851828756,-0.901812942,0.278200294,-0.735493922,-0.133045289,-0.498444786,-0.390819116,0.209250891,0.478091444,0.106132371,-0.134839972,-0.87038828,0.468807231,0.669473027,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
bracelet,Academy Awards,0.549003985,-0.564478447,-0.375078042,0.451357176,0.412127953,0.99252326,0.704615022,-0.628425945,0.819573127,-0.895625983,-0.5,-0.724410586,0.24747529,-0.250654081,0.328779691,-0.755470679,0.510357294,0.952579344,0.634617779,-0.763162881,-0.734693878,0,-0.898445863,-0.591202649,0.074674013,0.112293945,-0.184728054,0.124739654,-0.059260564,0.065139451,0.581168233,0.444492596,-0.07986523,-0.301511345,0.500394311,0.778822481,-0.440772786,-0.517850834,0.810340927,-0.860281764,-0.773573713,0.761314833,0.774596669,-0.465240202,0.730267799,0.330350425,0.223171591,0.698839442,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
bracelet,Bread and Butter,-0.464420364,0.800326731,-0.861611404,-0.03331483,-0.705153975,0.337355601,-0.859611543,0.662266179,0.66751855,-0.566769413,0.618455788,-0.479532039,-0.769161432,-0.526191922,0.821098123,-0.222410101,0.365620502,0.642284395,-0.918042241,-0.554700196,-0.012543192,-0.87038828,-0.81167945,-0.275734466,-0.235615012,-0.516070079,0.033501261,0.960784314,0.171895985,-0.493864798,0.591262387,-0.159334813,-0.652892899,-0.903594258,0.243680747,0.595753425,-0.707106781,0.82586572,0.420555092,-0.801783726,-0.514387113,0.48507125,-0.954149647,-0.879144888,0.132453236,0.666666667,-0.5206086,0.571929514,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bracelet,CFDA Fashion Awards,0.612372436,-0.565916458,-0.117041147,0,0,-0.396059017,0,0,0,0,0.173205081,0.529327613,0,0,0,-0.070534562,0.522232968,-0.40824829,-0.25819889,0.160128154,0.534522484,0.522232968,-0.581675051,0.794458122,0,0,0,-0.700140042,0.292770022,-0.774812935,0.130188911,-0.100440392,0.700140042,-0.522232968,-0.390612584,0.309521634,0.962250449,0.406181197,0,0,0.196116135,0,-0.25819889,0,0.92717265,-0.19245009,-0.371940749,-0.252729609,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
bracelet,Haute Couture Fashion Week,0,0,0.975342893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133630621,0,0,0,0,0,0,0,0,0,0,0,0,-0.522232968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
bracelet,London Fashion Week,-0.013908018,-0.584773705,-0.473016165,-0.360507089,-0.115470054,-0.333333333,0.153093109,0.354861213,0.528674852,0.689700735,0.384470796,0,0.66470299,-0.329529635,0.40824829,-0.478861155,0.87038828,0.185962718,-0.894427191,0.705533994,0.207790693,0,-0.292770022,0.851382447,0.50438528,-0.406417502,0,-0.080845208,0,-0.613389879,-0.375823014,0.043656659,0.996667196,0.87038828,-0.533863149,-0.708095867,0.243903039,-0.683501684,0,0,-0.294174203,0,-0.472383196,0.480384461,-0.616505081,-0.577350269,0.324656502,-0.063182402,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
bracelet,Men's New York Fashion Week,-0.955133866,0.541141594,0.473016165,0,0.066666667,-0.333333333,-0.041666667,-0.92717265,0.729958878,0.505780539,-0.377123617,-0.585639061,0.894427191,0.40582031,-0.612372436,-0.493741931,0.301511345,0.21821789,-0.774596669,0.800640769,-0.604063062,0.318495057,-0.292770022,-0.188982237,0.806500141,0.578837048,0.583333333,-0.080845208,-0.292770022,-0.494121953,0.390566733,-0.551640014,0.606522465,-0.522232968,0.790569415,0.602042241,0.916245695,0.005334187,-0.646996639,-0.469208435,0.580464558,0.199116993,-0.216540879,0.64191348,-0.014538631,-0.363054099,-0.007358314,0.263967468,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
bracelet,Milan Men's Fashion Week,-0.728406294,-0.565916458,0.440738024,-0.24665559,0.641630805,0.916949301,-0.515426297,0.132453236,-0.026601885,0.088045091,0.848528137,-0.429172826,-0.632455532,0.906216889,-0.918346412,0.493741931,-0.846538671,0.917673978,-0.102597835,0.800640769,-0.434700442,0.87038828,0.303765045,0.362738125,0.012694767,0.179346625,0.57817812,-0.080845208,0.95081692,0.300774852,-0.911322377,0.919050021,0.420084025,0.522232968,-0.075781017,-0.221418864,0.116037161,-0.33609439,-0.071374594,-0.371021261,0.196116135,-0.948239377,-0.674199862,-0.155043418,0.811707703,0.577350269,0.819395836,-0.305986055,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bracelet,Milan SS Ready to Wear,0.092781109,0.458329785,0.864182052,0.27889773,-0.800757217,0.164136704,0.010382923,-0.946034543,0.101125112,0.28083311,-0.946310666,-0.766619893,0.5927811,-0.400439561,-0.943280618,0.315359049,-0.105809739,0.949443157,-0.745355993,0.248492596,-0.053822268,0.225839986,0.488286438,0.525848942,0.686181235,0.770301744,0.420695502,0.700140042,-0.427617987,0.464262537,-0.689229948,-0.865489224,0.056080481,-0.762770071,-0.251892404,0.046266616,-0.681863181,-0.101784136,-0.857146328,-0.073700953,0.300420636,0.130188911,-0.932312367,-0.192673758,-0.93443936,-0.058025885,-0.82046933,0.894217162,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
bracelet,New York Fashion Week,0.652074231,0.99999586,-0.117041147,0.145692879,0.733333333,-0.333333333,0,-0.92717265,0.757522989,0.440225453,0,-0.480233394,-0.447213596,0.8601211,0.25,-0.85518611,0.87038828,0.166666667,0,-0.800640769,-0.526379114,-0.522232968,0.507092553,-0.668943351,-0.40824829,0.974175204,0,0.668106864,-0.156295796,0,0,-0.846097299,0.95302607,0.174077656,0.253600144,0.196968313,-0.19245009,-0.253628637,0.932036073,0.267261242,0.196116135,0,0,0.387857796,0.789473684,0.896398071,-0.162328251,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
bracelet,Paris Fashion Week Ready to Wear,-0.453221772,-0.678686272,0.996285027,0.145692879,-0.653197265,0.990147543,-0.913976918,-1,-0.965615515,0.417943779,-0.5,-0.988801565,-0.457408883,-0.32637207,0.061176098,-0.493741931,-0.522232968,0.822019732,-0.989778267,-0.980580676,0.374882581,-0.461046193,-0.683130051,-0.595843592,-0.709899499,-0.68478295,0.001768386,-0.700140042,0.292770022,0.780260103,0.764078959,-0.935351152,-0.983400117,0.95902682,-0.977440619,-0.584844215,-0.597600273,-0.800757217,0.072480876,-0.966987557,0.620173673,-0.066372331,-0.772667409,-0.615384615,0.073619459,-0.294486693,-0.690747106,0.252729609,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
bracelet,Pitti Immagine,-0.512914487,-0.110108735,0.954165622,0.940650428,0.072939681,-0.332840601,-0.832704165,-0.979832943,-0.288291003,-0.875968992,0.333515252,-0.623135744,0.120939176,0.043153185,-0.331744401,-0.316721315,-0.994936676,-0.578520877,-0.667423812,-0.588348405,-0.367883604,-0.464420364,0.94454534,-0.815898915,0.850782724,-0.248064213,-0.197305449,0.990147543,0.831479851,-0.058472273,0.318896402,-0.540231957,0.09007547,-0.510294637,0.9447382,0.567382229,-0.066806181,-0.228254128,0.682768893,0,-0.423612857,-0.497510994,0.226778684,-0.235435478,-0.345857232,-0.962250449,0.40939484,-0.243328349,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
brassiere,Academy Awards,-0.401867039,-0.390296818,0.870467289,0.666239434,-0.677396725,-0.653320339,0.238892732,0.908133076,0.68724042,-0.013626373,0,0.810143545,-0.243144592,-0.179818156,-0.416095775,0.654112922,0.446646227,0.784464541,0.606910985,-0.587378479,0.332132243,-0.786380728,0.615834503,0.482867085,0.711073677,-0.345770438,0.722326271,-0.242866168,0.946420564,-0.243137911,-0.53446593,0.188282364,-0.761078207,-0.889000889,0.218091551,0.502518908,0.567156234,0.620442709,-0.338459015,-0.961136508,0.102490008,0,0.647297778,0.185589004,-0.537732858,-0.99807675,0.464265573,-0.929276387,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
brassiere,Bread and Butter,0.367447565,0.30429031,-0.184779042,-0.474608027,0.587048045,-0.833315268,-0.525315485,-0.27050089,-0.109253556,-0.372358189,-0.480329726,0.400520505,0.926286726,0.346271681,-0.520062689,0.591200553,0.844182665,0.889857176,0.499891904,0.707106781,-0.297551136,0.160128154,0.994073529,0.079656623,0.328767146,-0.230428612,0.194393653,0.225746923,0.373396759,-0.25523828,-0.28611615,-0.33170383,-0.519381979,-0.613878284,-0.262856044,-0.198761598,0,0.53112424,-0.193380769,-0.54272042,-0.044278661,0.099014754,-0.86967887,-0.399741132,0.471404521,0.129219148,0.832683729,-0.170560573,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
