Category,Event,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,Node,active0,active1,active2,active3,active4,active5,active6,active7,active8,active9,active10,active11,active12,active13,active14,active15,active16,active17,active18,active19,active20,active21,active22,active23,active24,active25,active26,active27,active28,active29,active30,active31,active32,active33,active34,active35,active36,active37,active38,active39,active40,active41,active42,active43,active44,active45,active46,active47
Flannel,Bread and Butter,0.16648995,0.99212214,-0.795746133,0.291491544,-0.499036679,0.506408102,-0.863432515,0.132453236,-0.67410044,0.318606908,0.543458182,0.080509791,0.664904684,-0.383607877,-0.136585379,0.04045567,0.55618773,-0.642284395,-0.566137258,0.762492852,-0.490505393,0.289121655,-0.8115434,-0.500353923,-0.230717412,-0.30645566,0.861001447,0.194183909,-0.266880256,0,-0.891521966,0.100900919,0.604308365,0.987351526,0.120666347,0.807779975,-0.247206616,-0.546868742,0.873503505,0.301511345,-0.351450973,0.9701425,-0.640850433,0.580748995,-0.280691786,-0.052486388,-0.48761571,-0.557618907,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flannel,CFDA Fashion Awards,-0.382546028,-0.52615222,-0.662266179,0,0,0.514495755,0,0,0,0,0.216930458,0.912870929,0,0,0,0.577350269,0.816496581,0.40824829,-0.097590007,-0.088045091,-0.681608717,0.803115708,-0.629922683,-0.400087353,0,0,0,-0.832050294,0.333333333,0.265334166,-0.883541262,0.196116135,-0.914167929,0.750478774,-0.565388797,0.796146257,0.770674636,0.816496581,0,0,0,0,-0.132453236,0,0.021591676,0.575757576,-0.420255257,-0.567087271,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Flannel,Haute Couture Fashion Week,0,0,0.92717265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061964429,0,0,0,0,0,0,0,0,0,0,0,0,0.32163376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
Flannel,London Fashion Week,-0.857423613,-0.240585109,-0.688247202,-0.08759131,-0.301511345,-0.577350269,0.232495277,0.636302865,-0.228965523,0.919866211,0.361147428,0,-0.940662036,-0.462621577,0.541736339,-0.502518908,0,-0.185962718,-0.845154255,-0.22401696,-0.260508353,0,-0.303562466,-0.592394025,0.299574038,-0.734697,0,-0.800640769,0,-0.234300221,0.881103902,-0.011757566,-0.855082089,-0.750478774,-0.079314397,-0.272227823,-0.279062907,-0.236889685,0,0,0,0,0.189932339,0.080064077,-0.572664184,-0.515151515,0.371655558,0.567087271,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Flannel,Men's New York Fashion Week,-0.522083971,-0.058923749,0.688247202,0,0.522232968,0.577350269,-0.142373699,0.132453236,-0.536259884,0.418121005,-0.354245954,-0.456435465,-0.254456679,-0.361228664,-0.662122192,-0.19245009,-0.707106781,-0.21821789,-0.292770022,-0.440225453,-0.755133191,-0.307708054,-0.303562466,0.917837778,0.942454825,-0.454812429,-0.320256308,0.800640769,-0.333333333,0.612372436,0.240965799,0.462651946,-0.183448281,0.32163376,0.921550013,-0.236415719,0.971244309,0.975762613,-0.241746889,0.38818157,0.80687153,0.862840305,-0.142821163,-0.547839952,-0.29624929,-0.644418926,0.036757282,-0.808414014,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Flannel,Milan Men's Fashion Week,0.150609118,-0.225493808,0.164901064,0.462202331,0.426286174,-0.366508333,-0.789169599,0.662266179,-0.335489947,-0.800640769,0.797053397,-0.817126504,0.639744153,0.174077656,0.04860613,0.19245009,0,-0.917673978,0.426561704,-0.968495997,0.688698532,-0.289121655,0.360671688,-0.045301503,0.025581858,-0.414934051,-0.607013304,0.800640769,-0.434400122,-0.691348268,0.401609664,-0.89153629,0.039746432,-0.32163376,0.157927329,0.440328398,0.471663392,-0.72757958,0.923942843,0.934802833,-0.790569415,-0.547191899,-0.484200125,0.232565127,-0.081427309,0.515151515,0.770379496,0.542983615,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flannel,Milan SS Ready to Wear,-0.857245609,-0.191021617,0.930272097,0.563133337,0.636363636,0.677929726,0.478954667,0.336194094,0.255602441,-0.287472957,-0.912296301,-0.023014365,-0.998421934,-0.814658744,-0.057267881,-0.346566791,0.496291667,-0.949443157,-0.281718085,0.112869517,0.368977283,-0.777490672,0.652035316,0.080297813,0.513839703,0.916146866,0.57634666,0.832050294,-0.121716124,-0.410031821,0.61615016,0.796269532,0.274147414,0.528498198,-0.192074613,-0.844120518,-0.878748541,0.572891899,-0.037158191,-0.706740056,0.448531222,-0.650944555,-0.168039459,-0.052436529,-0.126440788,0.721799886,-0.865086276,0.633045605,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Flannel,New York Fashion Week,0.518442327,0.782184627,-0.662266179,0.686406473,-0.522232968,-0.577350269,0,0.132453236,-0.5432113,0.160128154,0,-0.690055963,0.763370037,0.790034301,0.147441956,-0.333333333,0,-0.166666667,0,0.440225453,-0.586587285,0.610367938,0.584206238,-0.555826492,-0.365636212,0.549478243,0,0.851427607,-0.576559919,0,0,0.769022841,-0.932101625,-0.32163376,0.182575322,0.302759844,0.33028913,0.648885685,0.052566094,0.301511345,-0.790569415,0,0,0.082208989,-0.094376282,0.253514824,-0.236508082,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flannel,Paris Fashion Week Ready to Wear,-0.752379526,-0.583554762,0.866828154,0.686406473,-0.426401433,-0.514495755,-0.887418531,0.052631579,0.95648737,0.643175881,-0.563601862,-0.52728843,-0.066923388,-0.604909433,0.901992356,-0.19245009,-0.816496581,-0.822019732,-0.770207984,0.862662186,0.849849244,-0.848078996,-0.505937443,0.077628889,-0.472555329,-0.522247938,0.778146721,0.554700196,0.333333333,0.241746889,-0.707114359,0.947894653,0.799406081,-0.848384056,-0.669766017,0.174798477,-0.961337162,-0.489897949,0.833949554,0.454545455,-0.5,0.59735098,-0.713466032,0.682692308,0.952577102,-0.721862326,-0.685679631,0.567087271,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Flannel,Pitti Immagine,0.264092166,0.261617133,0.719874033,0.696866989,0.656020381,0.345898099,-0.812949754,-0.042601432,0.636770161,0.070492489,0.374411424,0.066110736,0.706889647,0.87038828,0.565217391,0.355829997,-0.5,0.578520877,-0.144149994,0.646996639,0.800812974,0.864841715,0.942267183,-0.084048523,0.882350583,0.747392488,0.379129888,0.196116135,-0.338720888,-0.976924897,-0.983738754,0.366899693,-0.421865211,0.459334003,0.838097141,0.880870938,0.495018198,-0.344123601,0.680301343,-0.662541349,-0.700569444,-0.681774324,0.038778337,0.521321415,-0.304448894,-0.575757576,0.421997858,-0.716013345,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Flip-flops,Academy Awards,0.323030146,-0.383619235,-0.260682945,0.45855478,-0.840398512,0.278552613,-0.677975825,-0.527950712,-0.713014661,-0.793776285,0.642038738,0.783355563,-0.279553072,0.726299854,0.02149722,0.009188329,0.220560685,0.301392859,-0.731570501,-0.899618546,-0.589290009,0.689981747,0.602695838,0.577949213,-0.033462225,0.595746975,-0.824540644,-0.690862862,0.304992423,-0.218818538,-0.048970211,0.758540737,0.360653997,-0.577350269,-0.337126774,0.934014527,-0.069685384,-0.377954722,-0.370447523,-0.406825528,0.172876106,0.438090679,0.88004168,-0.3504125,0.939643523,0.972692804,-0.270690245,0.289814567,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Flip-flops,Bread and Butter,-0.428326602,-0.046524211,0.799365425,-0.275430412,0.835485198,0.609733891,0.936039135,0.244807391,-0.509779619,-0.747331728,-0.501677714,0.509487837,-0.386740801,0.473378703,0.861948253,-0.423088044,-0.103070012,0.321672984,-0.168271786,-0.309426374,-0.260828911,0.388378667,0.912823407,0.075623028,0.080242025,-0.17606893,-0.258863033,0.396059017,-0.241277915,0.56343617,0.964852873,0.371987459,-0.267522622,0.279072786,-0.16084869,0.556515119,-0.314970394,0.272884901,-0.315446634,-0.440225453,-0.078955357,-0.021190436,-0.720158196,-0.924479015,0.488812902,-0.254456679,-0.662536049,-0.974631846,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flip-flops,CFDA Fashion Awards,0.771805021,-0.328975847,-0.377878111,0,0,-0.843661488,0,0,0,0,0.617802063,0.638791314,0,0,0,-0.996557649,0,0.611650213,-0.197385508,-0.238196534,0.028795614,-0.99252326,0.809909899,-0.484318369,0,0,0,0,0.764308746,0.538521625,0.793492048,-0.345074701,0.412393049,0.333333333,-0.764451995,0.504449185,0.9258201,0.721347775,0,0,-0.216006912,0,0.668831677,0,0.271562723,-0.244851053,-0.630469524,-0.349927106,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Flip-flops,Haute Couture Fashion Week,0,0,-0.619720102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028795614,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
Flip-flops,London Fashion Week,0.186806168,0.986648887,0.445062779,0.107535932,0.08535792,-0.25819889,-0.193847071,-0.297096579,-0.862115563,-0.320500074,0.463804949,0,0.198029509,0.437319775,0.102959733,0.214296871,0.860073269,0.150411772,0.341881729,0.672571921,-0.119402985,0,0.533075159,-0.93211869,-0.085649854,-0.306235047,0,0,0,0.297716645,-0.781503681,-0.48665912,0.929131201,0.333333333,0.434500357,-0.028494658,0.05333386,-0.990611957,0,0,0.024000768,0,-0.87204582,0.521596546,0.417341659,0.538672318,-0.214012913,0.583211844,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Flip-flops,Men's New York Fashion Week,-0.915774874,-0.452306172,0.235621471,0,-0.76386198,-0.774596669,0.373077896,-0.778932608,-0.574885673,-0.020457452,0.958423217,0.077095503,-0.577350269,0.220755393,-0.1544396,-0.293105191,0.7448453,-0.859996429,-0.460566186,0.952786135,-0.943143629,0.348325177,0.533075159,0.839188385,0.980946535,-0.568722231,-0.214637888,-0.816496581,-0.764308746,0.78194744,0.046676003,-0.904910267,0.544661184,0.333333333,0.631054743,0.028647901,0.972305585,0.365943175,-0.25,-0.690428194,0.401729173,-0.330541717,0.700097948,0.691520855,0.465002949,0.520695955,0.250613594,-0.974631846,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Flip-flops,Milan Men's Fashion Week,-0.758675573,0.986927542,-0.089908046,-0.117630429,-0.5627135,0.600994201,0.919343756,-0.244807391,0.828880077,0.822633784,-0.453989945,-0.520728571,-0.544331054,-0.333333333,-0.733913483,0.410347267,-0.992975107,0.446118901,-0.862763526,0.119098267,0.126457389,-0.388378667,-0.128148033,-0.219397049,0.321693785,0.203601775,0.111878663,-0.816496581,0.901185776,-0.716597076,-0.606788036,0.882032429,0.577350269,-0.333333333,0.379222792,0.656908799,0.528840231,-0.809442458,-0.272233374,0.330013513,-0.816026113,-0.907765292,0.238985125,-0.252516842,0.396849276,-0.538672318,0.927466917,0.758272175,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flip-flops,Milan SS Ready to Wear,0.31475585,-0.636685571,-0.30465912,0.270297802,-0.373177528,-0.048899902,-0.38525101,-0.848639828,-0.839860994,0.469978643,0.599573788,0.633075466,-0.102798418,0.823060774,-0.802310021,0.946450015,-0.569248151,0.144310082,-0.430517733,0.168749563,-0.003752288,0.306951523,-0.827264034,0.035121368,0.463790122,-0.373965957,-0.93782349,0,-0.829284394,-0.751879073,-0.670717077,-0.705057213,0.436759746,-0.146059349,-0.333289303,-0.704863101,-0.708916513,0.688900637,0.153707006,-0.512300434,0.261444217,0.625606188,-0.525605637,-0.101471978,-0.107687607,0.191945963,-0.558942503,-0.087595231,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Flip-flops,New York Fashion Week,0.548805639,-0.527380226,-0.377878111,-0.277337795,0.024640709,-0.25819889,0,-0.778932608,-0.63145768,0.248095903,0,-0.431837393,-0.577350269,-0.875831876,0.063049703,-0.609207699,0.860073269,-0.629691257,0,-0.952786135,-0.666603035,-0.388378667,-0.380187813,-0.084738063,-0.5488213,-0.787038979,0,-0.052306578,-0.460255113,0,0,-0.774340132,0.736474409,-1,-0.25955879,0.642026235,0,-0.583885175,-0.407705046,0.880450906,-0.816026113,0,0,0.354549897,0.41005072,0.108510964,0.142675275,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Flip-flops,Paris Fashion Week Ready to Wear,-0.342436264,-0.186882942,-0.69126278,0.38428505,0.573393058,0.383482494,0.894385799,-0.716309459,0.352221934,-0.305151377,0.642038738,0.272972682,0.927947946,0.631394351,-0.62742726,-0.293105191,0,0.499132259,0.103854823,-0.656392462,0.827515066,0.984382388,0.282216261,0.108724532,-0.245033427,0.850276304,-0.786773414,-0.707106781,0.764308746,-0.534823695,0.894114771,-0.805174302,-0.864307276,0.100167084,-0.162937634,-0.119145221,-0.835434353,-0.838900746,-0.422183133,-0.716758029,-0.910765111,-0.666882412,-0.848002899,-0.677669505,-0.835822277,-0.810098442,-0.945704287,0.349927106,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Flip-flops,Pitti Immagine,-0.605344945,-0.229005981,-0.893377331,0.721393486,-0.470289694,0.825015107,0.6374654,-0.665696721,-0.50858342,-0.780622223,0.49180198,0.705092161,-0.440007814,-0.777777778,-0.827359264,-0.975484683,-0.81928803,-0.615956866,-0.583115437,0.072932496,0.079274004,-0.345384097,-0.813928608,0.491767769,0.943166618,0.400534402,-0.824138209,0.5,0.978082048,-0.599500468,0.914659121,-0.415012919,-0.29180696,-0.676481425,0.464202554,0.992128979,0.188749717,0.510456424,-0.678400525,-0.223235049,-0.483857774,0.103839595,0.937845352,-0.214134504,0.368729418,-0.538672318,0.111375851,-0.488275662,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Handbag,Academy Awards,0.754650272,0.137834222,-0.749026897,-0.133395909,0.135382709,0.77515742,0.505542451,-0.357679216,0.923681915,-0.983040184,-0.597480953,-0.753704984,0.229415734,0.834732004,-0.238071063,-0.576163278,0.864074777,-0.272165527,0.568336183,-0.281934958,-0.343621597,0.498591366,-0.747039245,-0.44854444,0.128064875,-0.639112962,-0.757609041,-0.978857139,0.893643977,0.77870792,-0.947589766,0.356064173,-0.430237205,0.19245009,0.428739817,-0.631601705,-0.016846225,-0.20865517,-0.796925244,-0.453956982,-0.269069118,-0.148505071,0.27050089,0.184917627,0.612300098,-0.059694844,0.196433708,-0.832334549,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Handbag,Bread and Butter,0.098569841,-0.492365964,-0.483621975,0.519607843,-0.613338569,0.220359756,-0.931661893,0.302613766,0.654462893,-0.741683228,0.263726827,-0.270632668,-0.322058351,0.408038448,0.187756222,-0.006838256,0.066139729,-0.758640263,-0.950481283,-0.958314848,0.228795087,-0.727606875,-0.849644293,-0.497495313,0.323261129,0.223936358,0.153522062,-0.080845208,-0.030443128,-0.51754917,0.19126508,-0.121267813,-0.529338505,-0.762798949,0.242987579,-0.191392664,-0.426401433,0.279072786,-0.082818492,-0.301511345,0.052310554,0,-0.326333334,-0.606190659,0.980196059,-0.316227766,-0.417662287,0.633713676,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Handbag,CFDA Fashion Awards,-0.0625,0.174077656,0,0,0,-0.848874688,0,0,0,0,0.517433684,-0.327326835,0,0,0,-0.097590007,0.388378667,0.40824829,-0.279072786,-0.627054447,0.5625,-0.080845208,-0.677111167,0.153093109,0,0,0,0.577350269,0.316862125,0.59104537,0.447213596,0.353553391,-0.174077656,-0.555555556,-0.378447495,-0.27309601,0.87038828,-0.333333333,0,0,-0.539319372,0,-0.450834817,0,0.420084025,-0.365148372,-0.438454067,0.574801249,CFDA Fashion Awards,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Handbag,Haute Couture Fashion Week,0,0,0.816496581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,-0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haute Couture Fashion Week,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0
Handbag,London Fashion Week,-0.704772363,0.881841924,0,-0.573152214,0.436852028,0,0.565411589,-0.268384776,0.862439362,0.413670152,0.462407736,0,-0.068945025,0.301064197,0.210042013,-0.662541349,0.474685037,-0.185962718,-0.87006284,-0.002289013,0.799078294,0,-0.365148372,0.875,-0.282267602,0.723339349,0,0.333333333,0,0.513975973,-0.774596669,-0.254355039,0.074527513,0.333333333,-0.495504083,-0.451927218,-0.120337418,0.560916891,0,0,-0.049029034,0,0.59297643,0,0.35094874,0.730296743,0.223249883,-0.574801249,London Fashion Week,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Handbag,Men's New York Fashion Week,-0.76486616,-0.598344824,0.707106781,0,0.453989945,-0.816496581,-0.515969174,-0.665750286,0.281160779,0.413670152,-0.063372425,-0.841697577,-0.301511345,0.40875956,0.560112034,-0.683130051,0.074743509,0.327326835,-0.837218358,0.774596669,0.758355579,0.635166947,-0.365148372,-0.597614305,0.908918161,0.723339349,-0.327326835,-1,-0.316862125,0.801783726,-0.894427191,-0.834057656,0.754006361,-0.555555556,0.83959709,0.188880481,0.999405646,-0.214497995,0.567281685,-0.811652374,0.680544654,0.187729302,-0.47532166,0.674506526,0.952944385,0.720157935,0.170014014,0.860516465,Men's New York Fashion Week,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Handbag,Milan Men's Fashion Week,-0.048689204,0.87038828,0.828274273,-0.166060181,0.226944978,0.863868426,-0.759971351,-0.423659273,-0.447113006,0.396059017,0.612600109,-0.362827463,-0.426401433,0,0.153456774,0.292770022,-0.74430125,0.073640504,-0.199606105,0.479512224,-0.86407819,0.727606875,0.296388307,0.544862368,0.541017941,0.442728644,-0.036629654,-1,-0.208433775,0.016762729,0,0.560473402,0.522232968,0.555555556,-0.06493109,-0.935892638,0.359072183,0.530416286,0.380989807,0.265093341,0.441261304,0.519101802,-0.612146092,-0.850420064,0.69310328,-0.730296743,0.850957712,-0.601882153,Milan Men's Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Handbag,Milan SS Ready to Wear,-0.638728482,-0.646580243,0.865277218,0.815082733,-0.500520201,-0.27834312,0.340045548,-0.832403024,0.424916817,0.427999903,-0.742090911,-0.24363722,-0.423512813,0.874794131,0.076127667,0.375723076,-0.267544262,0.126592421,-0.805613741,-0.569914534,0.44867279,0.452089175,0.678204752,-0.362661079,0.500136221,-0.700054572,-0.800728651,-0.577350269,-0.092561351,0.264700659,-0.434862114,-0.902472495,0.007746354,-0.389491596,-0.190587609,0.750258928,-0.860764765,-0.818587485,0.613763402,-0.3741565,0.782577213,-0.368229847,0.061595762,0.765491476,-0.083937375,-0.440385506,-0.724668879,-0.568905784,Milan SS Ready to Wear,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Handbag,New York Fashion Week,0.624897797,-0.887132425,0,0.514495755,0.958423217,0,0,-0.665750286,0.347769807,0.396059017,0,0.411236466,-0.301511345,-0.696195294,-0.943242218,-0.845154255,0.474685037,-0.166666667,0,-0.774596669,0.131701114,-0.889297292,0.527046277,-0.0625,-0.700140042,-0.190668445,0,-0.619268062,-0.775417561,0,0,-0.564222645,0.095705401,0.777777778,0.306332385,-0.741260599,0.174077656,0.662266179,-0.773748789,0.904534034,0.441261304,0,0,-0.462482024,0.723339349,-0.561427725,2.64E-17,0,New York Fashion Week,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
Handbag,Paris Fashion Week Ready to Wear,-0.814632824,0.318642842,0.856226501,0.657411243,-0.247120825,0.848874688,-0.947236718,-0.649331195,-0.555224837,0.235007996,-0.597480953,-0.412514324,0.643203013,0.693899286,-0.083932914,-0.683130051,-0.388378667,-0.528441257,-0.994281129,-0.767981717,-0.875804046,0.145048518,-0.486864496,-0.102062073,-0.180974913,0.22297708,-0.564948027,-0.577350269,0.316862125,0.316520977,-0.127589458,-0.707106781,-0.249625883,0.545354127,-0.94971616,-0.067573738,-0.882435974,0.2,0.511079209,-0.636363636,0.620173673,0,-0.337283955,-0.937614462,-0.379419441,0.475691898,-0.78921732,-0.574801249,Paris Fashion Week Ready to Wear,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
Handbag,Pitti Immagine,0.068708214,-0.026343168,0.693375245,0.633290249,-0.38632862,0.135881606,-0.523332693,-0.564518661,0,-0.976389458,0.647016758,-0.923375258,0.051887294,-0.9258201,-0.012643043,-0.33510052,-0.880860704,0.458826903,-0.741992083,0.09035079,-0.243754217,-0.764705882,0.923702228,-0.718264588,0.945230303,-0.916968075,-0.904167157,0,-0.262540361,-0.37009346,0.547722558,-0.755928946,-0.055989251,0.125274338,0.948116041,-0.835840976,0.330917782,-0.936585812,-0.171041864,-0.050964719,-0.722314231,0.664498639,-0.395972758,-0.307470023,0.804399667,0.730296743,0.193042395,0.699393643,Pitti Immagine,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Handkerchief,Academy Awards,0.55634801,0.567854648,0.452018119,0.544213862,0.87401795,-0.290171252,0.215061584,0.232425747,-0.962944177,-0.690522405,0.738548946,0.332307896,0.90029235,0.832772064,0.639847345,-0.573132129,-0.899674839,-0.948683298,-0.39462868,-0.514343499,-0.33861967,-0.623209837,-0.60910959,0.257605232,0.356767776,0.236140773,-0.917975948,-0.333921146,-0.662225979,0.707976192,-0.324307532,0.309998056,0.288255069,-0.127000127,0.148792581,0.507729955,-0.204301075,0.891647334,-0.133645896,-0.736311809,0.235435478,-0.535871516,0.449050209,0.418965291,0.33489957,0.364249853,-0.184456003,0.85839903,Academy Awards,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Handkerchief,Bread and Butter,0.034068009,-0.838052481,-0.210948315,-0.426597344,-0.996263614,-0.234667371,-0.299304539,0.648724346,-0.607230679,0,0.773544942,0.656587009,-0.229512391,0.390860461,-0.112924917,-0.364101027,-0.087436625,-0.331674235,0.350535707,0.058621038,0.309715906,-0.860038247,-0.490098029,-0.285727478,0.733248088,-0.041412927,-0.138751178,0.648418107,0.147920052,-0.263981839,-0.380336197,0.075987425,0.169050811,0.662988547,0.323260302,0.240346348,-0.816496581,0.372728868,0.101388388,-0.762492852,0.270271195,-0.495073771,-0.158854898,-0.307445982,0.990867389,0.123823252,-0.784389979,-0.58468133,Bread and Butter,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
